dutyName,dutyTel3,hpid,hv1,hv10,hv11,hv12,hv2,hv3,hv4,hv5,hv6,hv7,hv8,hv9,hvamyn,hvangioayn,hvcc,hvccc,hvctayn,hvec,hvgc,hvicc,hvidate,hvmriayn,hvncc,hvoc,hvventiayn,phpid,rnum
화성디에스병원,031-5180-7777,A2116761,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,49,0,20200617123928,Y,0,3,Y,A2116761,86
한림대학교동탄성심병원,031-8086-2119,A2100046,0,Y,Y,0,1,0,0,Y,0,Y,0,0,Y,N,0,0,Y,26,222,0,20200617124033,Y,0,6,Y,A2100046,87
의료법인은혜와감사의료재단화성중앙종합병원,031-371-7998,A2100018,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,21,5,20200617124056,Y,0,3,Y,A2100018,88
의료법인원광의료재단원광종합병원,031-8077-7219,A2115699,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,6,92,6,20200617124039,Y,0,2,Y,A2115699,89
의료법인거붕백병원,055-733-0180,A2800008,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,21,3,20200617124137,Y,0,3,Y,A2800008,90
의료법인대우의료재단대우병원,055-680-8119,A2800005,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,42,3,20200617123853,Y,0,4,Y,A2800005,91
의료법인성념의료재단맑은샘병원,055-736-0119,A2800022,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,28,0,20200617123800,Y,0,2,Y,A2800022,92
강병원,055-673-4848,A2800032,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,38,0,20200617123828,Y,0,1,Y,A2800032,93
강일병원,055-822-0119,A2803677,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,8,12,0,20200617123755,Y,0,2,Y,A2803677,94
의료법인환명의료재단조은금강병원,055-330-0200,A2800010,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,8,61,1,20200617124118,Y,0,0,Y,A2800010,95
의료법인보원의료재단경희의료원교육협력중앙병원,055-330-6117,A2800016,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,14,69,12,20200617124000,Y,0,6,Y,A2800016,96
의료법인갑을의료재단갑을장유병원,055-310-6119,A2800014,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,19,73,0,20200617124119,Y,0,4,Y,A2800014,97
의료법인숭인의료재단김해복음병원,055-330-8844,A2800006,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,73,0,20200617123855,Y,0,2,Y,A2800006,98
의료법인이도의료재단남해병원,055-860-6630,A2800094,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,53,0,20200617120607,Y,0,2,Y,A2800094,99
의료법인생명사랑의료재단밀양윤병원,070-5130-3823,A2800057,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,8,59,0,20200617124001,Y,0,2,Y,A2800057,100
의료법인승연의료재단 삼천포서울병원,055-830-9019,A2800068,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,11,0,20200617123947,Y,0,1,Y,A2800068,101
삼천포제일병원,055-830-3099,A2800101,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,110,0,20200617123709,Y,0,2,Y,A2800101,102
양산부산대학교병원,055-360-1467,A2800011,0,Y,Y,0,2,8,0,Y,5,Y,0,0,Y,N,0,4,Y,-7,196,0,20200617123827,Y,15,3,Y,A2800011,103
웅상중앙병원,055-912-0119,A2803301,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,10,76,7,20200617123705,Y,0,1,Y,A2803301,104
베데스다병원,055-781-9911,A2800019,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,99,0,20200617124050,Y,0,4,Y,A2800019,105
의령병원,055-573-6806,A2800090,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,4,31,0,20200617123844,N1,0,0,Y,A2800090,106
경상대학교병원,055-750-8282,A2800001,0,Y,Y,0,0,2,0,Y,0,Y,0,0,Y,N,0,0,Y,9,158,0,20200617123900,Y,16,7,Y,A2800001,107
반도병원,055-749-0200,A2800084,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,62,0,20200617124006,Y,0,0,Y,A2800084,108
진주고려병원,055-751-2525,A2800015,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,9,77,1,20200617124046,Y,0,0,Y,A2800015,109
한일병원,055-750-1333,A2800043,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,10,37,0,20200617123721,Y,0,3,Y,A2800043,110
진주복음병원,055-749-7119,A2800037,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,59,0,20200617124002,Y,0,3,Y,A2800037,111
제일병원,055-750-7119,A2800003,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,17,53,7,20200617124004,Y,0,3,Y,A2800003,112
태황의료재단한성병원,055-530-5119,A2800062,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,24,0,20200617124031,Y,0,2,Y,A2800062,113
경상남도마산의료원,055-249-1119,A2800025,0,0,N,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,13,169,6,20200617123001,Y,0,4,Y,A2800025,114
의료법인합포의료재단에스엠지연세병원,055-240-7777,A2800017,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,10,98,8,20200617124115,Y,0,4,Y,A2800017,115
의료법인청아의료재단청아병원,055-230-1700,A2800009,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,89,0,20200617123910,Y,0,2,Y,A2800009,116
학교법인성균관대학삼성창원병원,055-233-6119,A2800020,0,Y,Y,0,2,1,0,Y,0,Y,0,0,Y,N,0,0,Y,7,39,0,20200617123907,Y,9,9,Y,A2800020,117
창원경상대학교병원,055-214-1339,A2803505,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,15,144,7,20200617123900,Y,8,9,Y,A2803505,118
의료법인한마음국제의료재단한마음창원병원,055-268-7333,A2800007,0,0,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,12,90,12,20200617123908,Y,0,2,Y,A2800007,119
근로복지공단 창원병원,055-280-0400,A2800012,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,4,109,2,20200617123700,Y,0,2,Y,A2800012,120
재단법인대구포교성베네딕도수녀회창원파티마병원,055-270-1119,A2800004,0,Y,Y,0,3,2,0,Y,0,Y,0,0,Y,N,0,0,Y,10,90,0,20200617121750,Y,2,5,Y,A2800004,121
연세에스병원,055-548-7789,A2800021,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,8,101,3,20200617124112,Y,0,3,Y,A2800021,122
새통영병원,055-640-4119,A2800092,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,49,0,20200617123704,Y,0,2,Y,A2800092,123
함양성심병원,055-964-4322,A2800080,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,6,0,20200617123030,N1,0,1,Y,A2800080,124
삼성합천병원,070-5125-5030,A2800055,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,6,21,0,20200617124001,Y,0,2,Y,A2800055,125
의)근원의료재단경산중앙병원,053-715-0119,A2700019,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,104,5,20200617124010,Y,0,3,Y,A2700019,126
의료법인서명의료재단세명병원,053-819-8500,A2700036,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,12,71,1,20200617123850,Y,0,3,Y,A2700036,127
동국대학교의과대학경주병원,054-770-8306,A2700003,0,Y,Y,0,3,1,0,Y,0,Y,0,0,Y,N,0,0,Y,10,42,0,20200617124054,Y,0,4,Y,A2700003,128
의료법인고령영생병원,070-7475-0024,A2700070,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,33,0,20200617124124,N1,0,1,Y,A2700070,129
순천향대학교부속구미병원,054-468-9119,A2700013,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,15,121,5,20200617124032,Y,0,3,Y,A2700013,130
차의과학대학교부속구미차병원,054-450-9997,A2700007,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,12,59,2,20200617124004,Y,6,4,Y,A2700007,131
구미강동병원,054-478-9521,A2700015,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,9,75,3,20200617123936,Y,0,5,Y,A2700015,132
경상북도김천의료원,054-429-8234,A2700018,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,42,0,20200617123501,Y,0,5,Y,A2700018,133
의료법인덕산의료재단김천제일병원,054-420-9500,A2700012,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,16,45,2,20200617123923,Y,0,3,Y,A2700012,134
의료법인동춘의료재단문경제일병원,054-550-7777,A2700006,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,17,63,2,20200617124000,Y,0,3,Y,A2700006,135
의료법인서일의료재단문경중앙병원,054-554-3119,A2700067,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,23,0,20200617122027,N1,0,0,Y,A2700067,136
의료법인삼백의료재단상주성모병원,054-530-7811,A2700009,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,49,1,20200617124116,Y,0,3,Y,A2700009,137
상주적십자병원,054-530-3171,A2700011,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,6,71,6,20200617123907,Y,0,3,Y,A2700011,138
의료법인석촌의료재단성주무강병원,054-932-1909,A2700030,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,6,35,0,20200617124140,N1,0,1,Y,A2700030,139
안동성소병원,054-850-8282,A2700004,0,0,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,13,194,6,20200617124108,Y,0,3,Y,A2700004,140
의료법인안동병원,054-840-0119,A2700014,0,Y,Y,0,0,0,0,Y,0,Y,0,6,Y,N,0,0,Y,11,177,0,20200617123913,Y,10,6,Y,A2700014,141
경상북도안동의료원,054-850-6100,A2700001,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,4,101,9,20200617124002,Y,0,3,Y,A2700001,142
영주기독병원,054-635-3050,A2700031,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,17,0,20200617124101,N1,0,1,Y,A2700031,143
영주적십자병원,054-630-0112,A2702752,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,79,4,20200617124034,Y,0,2,Y,A2702752,144
영남대학교의과대학부속영천병원,054-330-7575,A2700017,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,6,28,5,20200617124043,Y,0,4,Y,A2700017,145
예천권병원,054-653-8912,A2700023,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,9,69,0,20200617124018,Y,0,2,Y,A2700023,146
울릉군보건의료원,054-790-6911,E2700553,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,0,0,20200617123811,N1,0,1,Y,E2700553,147
울진군의료원,054-785-7119,A2700052,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,38,0,20200617124002,Y,0,3,Y,A2700052,148
의료법인영제의료재단 영남제일병원,054-861-9111,A2700063,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,27,0,20200617124136,N1,0,1,Y,A2700063,149
의료법인대남의료재단청도대남병원,NA,A2700038,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,79,0,20200617124112,Y,0,1,Y,A2700038,150
